date,scale,type,open,close,adds,drop,cin,cout,netchg
1996-11-01,upuus,props,1,0,0,1,5,2,3
1996-11-01,upuus,rooms,195,0,0,60,1831,711,1255
1996-11-01,upsus,props,8,0,0,0,5,3,10
1996-11-01,upsus,rooms,975,0,0,0,1294,1423,846
1996-12-01,ecous,props,41,2,3,3,47,28,58
1996-12-01,ecous,rooms,3352,229,62,128,4278,2809,4526
1996-12-01,indus,props,10,25,3,12,14,45,-55
1996-12-01,indus,rooms,1818,2855,1072,327,5447,4417,738
1996-12-01,luxus,props,0,0,1,0,1,0,2
1996-12-01,luxus,rooms,0,0,67,0,172,0,239
1996-12-01,midus,props,21,0,2,5,28,9,37
1996-12-01,midus,rooms,1696,0,117,216,3687,944,4340
1996-12-01,upmus,props,36,0,2,5,4,10,27
1996-12-01,upmus,rooms,2770,0,47,140,574,2418,833
1996-12-01,upuus,props,1,1,1,5,7,9,-6
1996-12-01,upuus,rooms,250,56,27,227,3513,6913,-3406
1996-12-01,upsus,props,11,1,1,1,5,5,10
1996-12-01,upsus,rooms,1244,128,57,35,1304,1474,968
1997-01-01,ecous,props,46,1,9,5,47,40,56
1997-01-01,ecous,rooms,3219,58,275,282,4615,4263,3506
1997-01-01,indus,props,21,14,7,9,28,47,-14
1997-01-01,indus,rooms,3346,678,261,597,5004,5959,1377
1997-01-01,luxus,props,0,0,0,0,0,0,0
1997-01-01,luxus,rooms,0,0,0,0,0,0,0
1997-01-01,midus,props,23,1,4,5,29,14,36
1997-01-01,midus,rooms,1739,272,129,191,3768,2511,2662
1997-01-01,upmus,props,42,0,4,3,13,19,37
1997-01-01,upmus,rooms,3578,0,134,159,2464,4162,1855
1997-01-01,upuus,props,1,1,3,2,4,1,4
1997-01-01,upuus,rooms,249,255,123,211,1270,424,752
1997-01-01,upsus,props,13,0,2,0,5,5,15
1997-01-01,upsus,rooms,1643,0,46,0,1829,1631,1887
1997-02-01,ecous,props,13,1,2,0,27,20,21
1997-02-01,ecous,rooms,1125,64,116,0,2255,1618,1814
1997-02-01,indus,props,7,5,2,3,10,27,-16
1997-02-01,indus,rooms,857,615,40,64,961,3806,-2627
1997-02-01,luxus,props,0,0,0,0,1,0,1
1997-02-01,luxus,rooms,0,0,0,0,438,0,438
1997-02-01,midus,props,19,0,2,0,10,13,18
1997-02-01,midus,rooms,1276,0,58,0,1491,1715,1110
1997-02-01,upmus,props,31,0,0,3,20,14,34
1997-02-01,upmus,rooms,2271,0,0,209,3011,2067,3006
1997-02-01,upuus,props,1,0,0,1,1,2,-1
1997-02-01,upuus,rooms,292,0,0,25,226,625,-132
1997-02-01,upsus,props,12,0,1,1,11,4,19
1997-02-01,upsus,rooms,1723,0,92,4,2484,1035,3260
1997-03-01,ecous,props,24,3,4,2,20,14,29
1997-03-01,ecous,rooms,1749,305,71,66,1700,1515,1634
1997-03-01,indus,props,8,1,3,4,12,17,1
1997-03-01,indus,rooms,852,25,61,132,1748,1821,683
1997-03-01,luxus,props,0,0,0,0,0,1,-1
1997-03-01,luxus,rooms,0,0,0,0,0,107,-107
1997-03-01,midus,props,18,1,1,3,15,19,11
1997-03-01,midus,rooms,1262,163,44,72,1706,3193,-416
1997-03-01,upmus,props,46,0,3,2,8,11,44
1997-03-01,upmus,rooms,3667,0,84,52,1339,1888,3150
1997-03-01,upuus,props,1,0,0,0,1,1,1
1997-03-01,upuus,rooms,166,0,0,0,197,165,198
1997-03-01,upsus,props,10,0,0,1,10,3,16
1997-03-01,upsus,rooms,1193,0,0,16,2862,863,3176
1997-04-01,ecous,props,33,1,7,1,36,18,56
1997-04-01,ecous,rooms,2307,48,454,72,2848,1448,4041
1997-04-01,indus,props,6,6,5,3,9,31,-20
1997-04-01,indus,rooms,656,660,251,142,900,3514,-2509
1997-04-01,luxus,props,0,0,0,0,1,0,1
1997-04-01,luxus,rooms,0,0,0,0,244,0,244
1997-04-01,midus,props,27,0,6,0,10,7,36
1997-04-01,midus,rooms,2112,0,236,0,1211,632,2927
1997-04-01,upmus,props,38,0,2,4,10,9,37
1997-04-01,upmus,rooms,2893,0,68,179,1465,1262,2985
1997-04-01,upuus,props,0,0,1,1,2,3,-1
1997-04-01,upuus,rooms,0,0,22,147,567,741,-299
1997-04-01,upsus,props,14,0,2,0,3,3,16
1997-04-01,upsus,rooms,1479,0,364,0,1084,722,2205
1997-05-01,ecous,props,34,2,4,3,26,10,49
1997-05-01,ecous,rooms,2830,236,162,195,2327,1264,3624
1997-05-01,indus,props,9,2,4,1,5,36,-21
1997-05-01,indus,rooms,544,127,188,13,1601,4497,-2304
1997-05-01,luxus,props,0,0,0,0,0,0,0
1997-05-01,luxus,rooms,0,0,0,0,0,0,0
1997-05-01,midus,props,37,0,7,2,14,5,51
1997-05-01,midus,rooms,2824,0,191,160,1882,1180,3557
1997-05-01,upmus,props,53,0,4,0,8,6,59
1997-05-01,upmus,rooms,4214,0,159,0,1541,1021,4893
1997-05-01,upuus,props,1,0,1,1,3,3,1
1997-05-01,upuus,rooms,157,0,48,1,584,529,259
1997-05-01,upsus,props,10,0,1,1,9,5,14
1997-05-01,upsus,rooms,1090,0,16,2,2261,1705,1660
1997-06-01,ecous,props,53,2,14,7,36,73,21
1997-06-01,ecous,rooms,4651,119,386,297,2633,5433,1821
1997-06-01,indus,props,176,28,66,22,76,49,219
1997-06-01,indus,rooms,11664,2435,5649,1467,6133,5878,13666
1997-06-01,luxus,props,0,1,0,0,0,0,-1
1997-06-01,luxus,rooms,0,90,0,0,0,0,-90
1997-06-01,midus,props,35,1,9,1,25,54,13
1997-06-01,midus,rooms,2620,150,280,36,3409,11940,-5817
1997-06-01,upmus,props,56,2,8,5,19,14,62
1997-06-01,upmus,rooms,4309,199,348,134,2528,1692,5160
1997-06-01,upuus,props,4,0,2,1,1,2,4
1997-06-01,upuus,rooms,544,0,68,11,385,295,691
1997-06-01,upsus,props,12,0,1,2,40,5,46
1997-06-01,upsus,rooms,1551,0,41,56,11188,1038,11686
1997-07-01,ecous,props,51,4,5,4,35,31,52
1997-07-01,ecous,rooms,3438,382,241,237,2707,2809,2958
1997-07-01,indus,props,7,3,5,1,23,23,8
1997-07-01,indus,rooms,324,215,414,96,2320,1973,774
1997-07-01,luxus,props,1,0,0,0,1,3,-1
1997-07-01,luxus,rooms,201,0,0,0,232,709,-276
1997-07-01,midus,props,32,0,2,2,17,12,37
1997-07-01,midus,rooms,2009,0,144,140,2228,1180,3061
1997-07-01,upmus,props,38,0,4,3,9,14,34
1997-07-01,upmus,rooms,3126,0,383,177,1412,1913,2831
1997-07-01,upuus,props,1,0,3,0,3,4,3
1997-07-01,upuus,rooms,130,0,175,0,1112,1416,1
1997-07-01,upsus,props,16,0,2,1,3,4,16
1997-07-01,upsus,rooms,1825,0,132,33,895,906,1913
1997-08-01,ecous,props,35,2,2,4,23,15,39
1997-08-01,ecous,rooms,3354,316,66,101,2243,1468,3778
1997-08-01,indus,props,10,2,4,3,11,23,-3
1997-08-01,indus,rooms,595,233,68,167,1696,6074,-4115
1997-08-01,luxus,props,1,0,0,0,0,1,0
1997-08-01,luxus,rooms,329,0,0,0,0,207,122
1997-08-01,midus,props,17,2,4,2,7,7,17
1997-08-01,midus,rooms,1316,429,290,179,1044,1253,789
1997-08-01,upmus,props,39,1,7,1,6,5,45
1997-08-01,upmus,rooms,3344,160,196,23,897,731,3523
1997-08-01,upuus,props,1,0,2,4,2,5,-4
1997-08-01,upuus,rooms,251,0,286,484,303,1530,-1174
1997-08-01,upsus,props,15,0,3,0,7,0,25
1997-08-01,upsus,rooms,3697,0,684,0,5080,0,9461
1997-09-01,ecous,props,45,4,2,5,31,25,44
1997-09-01,ecous,rooms,3745,262,38,217,2386,2153,3537
1997-09-01,indus,props,11,9,6,4,18,31,-9
1997-09-01,indus,rooms,775,697,174,418,2687,3015,-494
1997-09-01,luxus,props,0,0,0,0,0,0,0
1997-09-01,luxus,rooms,0,0,0,0,0,0,0
1997-09-01,midus,props,29,1,2,2,17,9,36
1997-09-01,midus,rooms,2207,64,55,58,2056,2318,1878
1997-09-01,upmus,props,38,1,3,0,7,12,35
1997-09-01,upmus,rooms,3001,179,136,0,1394,1665,2687
1997-09-01,upuus,props,2,0,0,1,1,2,0
1997-09-01,upuus,rooms,576,0,0,31,200,432,313
1997-09-01,upsus,props,21,0,1,0,5,0,27
1997-09-01,upsus,rooms,2545,0,48,0,860,0,3453
1997-10-01,ecous,props,45,2,3,8,64,25,77
1997-10-01,ecous,rooms,3648,114,57,548,5387,2779,5651
1997-10-01,indus,props,6,4,4,4,13,54,-39
1997-10-01,indus,rooms,301,427,68,191,1415,4529,-3363
1997-10-01,luxus,props,0,0,0,0,0,0,0
1997-10-01,luxus,rooms,0,0,0,0,0,0,0
1997-10-01,midus,props,22,0,2,3,18,15,24
1997-10-01,midus,rooms,1660,0,49,78,1872,2063,1440
1997-10-01,upmus,props,36,0,3,1,7,15,30
1997-10-01,upmus,rooms,2750,0,135,10,835,2256,1454
1997-10-01,upuus,props,0,0,1,0,3,3,1
1997-10-01,upuus,rooms,0,0,42,0,586,879,-251
1997-10-01,upsus,props,9,0,2,0,10,3,18
1997-10-01,upsus,rooms,940,0,117,0,2875,464,3468
1997-11-01,ecous,props,35,1,3,0,20,16,41
1997-11-01,ecous,rooms,2635,45,98,0,1769,1127,3330
1997-11-01,indus,props,10,4,2,2,9,17,-2
1997-11-01,indus,rooms,2863,169,242,63,730,2928,675
1997-11-01,luxus,props,0,0,0,0,1,0,1
1997-11-01,luxus,rooms,0,0,0,0,528,0,528
1997-11-01,midus,props,26,2,1,2,10,8,25
1997-11-01,midus,rooms,2064,416,115,63,1536,974,2262
1997-11-01,upmus,props,22,1,1,0,7,8,21
1997-11-01,upmus,rooms,1566,240,240,0,1127,1113,1580
1997-11-01,upuus,props,2,1,1,0,1,2,1
1997-11-01,upuus,rooms,780,226,200,0,261,496,519
1997-11-01,upsus,props,9,1,0,0,6,3,11
1997-11-01,upsus,rooms,907,485,0,0,1710,1023,1109
1997-12-01,ecous,props,56,1,3,4,58,32,80
1997-12-01,ecous,rooms,4897,144,62,197,5086,2932,6772
1997-12-01,indus,props,10,0,3,7,22,43,-15
1997-12-01,indus,rooms,1954,0,1199,235,2319,3718,1519
1997-12-01,luxus,props,0,0,0,0,0,0,0
1997-12-01,luxus,rooms,0,0,0,0,0,0,0
1997-12-01,midus,props,37,0,2,4,20,13,42
1997-12-01,midus,rooms,3394,0,62,142,2087,1948,3453
1997-12-01,upmus,props,36,0,4,3,3,21,19
1997-12-01,upmus,rooms,2735,0,130,184,404,2818,267
1997-12-01,upuus,props,1,0,0,0,6,2,5
1997-12-01,upuus,rooms,253,0,0,0,1913,551,1615
1997-12-01,upsus,props,11,0,0,1,4,2,12
1997-12-01,upsus,rooms,1279,0,0,18,801,643,1419
1998-01-01,ecous,props,82,8,6,11,68,84,53
1998-01-01,ecous,rooms,6977,863,255,565,5774,6733,4845
1998-01-01,indus,props,24,12,8,9,75,68,18
1998-01-01,indus,rooms,1491,1135,416,568,7741,9676,-1731
1998-01-01,luxus,props,0,0,0,3,1,0,-2
1998-01-01,luxus,rooms,0,0,0,177,143,0,-34
1998-01-01,midus,props,35,2,7,3,19,24,32
1998-01-01,midus,rooms,3064,247,260,112,2117,3303,1779
1998-01-01,upmus,props,27,1,10,7,12,14,27
1998-01-01,upmus,rooms,2184,54,269,180,1812,2794,1237
1998-01-01,upuus,props,3,0,4,3,13,5,12
1998-01-01,upuus,rooms,703,0,717,1119,4764,1675,3390
1998-01-01,upsus,props,14,0,5,0,11,4,26
1998-01-01,upsus,rooms,1678,0,203,0,2981,1151,3711
1998-02-01,ecous,props,21,0,5,3,25,18,30
1998-02-01,ecous,rooms,2158,0,119,66,2131,1470,2872
1998-02-01,indus,props,5,1,3,5,19,29,-8
1998-02-01,indus,rooms,365,183,221,164,2578,3864,-1047
1998-02-01,luxus,props,0,0,0,0,1,0,1
1998-02-01,luxus,rooms,0,0,0,0,266,0,266
1998-02-01,midus,props,21,1,0,1,16,15,20
1998-02-01,midus,rooms,1797,137,0,60,2006,1965,1641
1998-02-01,upmus,props,47,1,1,1,12,11,47
1998-02-01,upmus,rooms,3811,150,68,14,1644,1710,3649
1998-02-01,upuus,props,1,0,0,0,3,4,0
1998-02-01,upuus,rooms,269,0,0,0,1341,1527,83
1998-02-01,upsus,props,13,0,1,0,5,4,15
1998-02-01,upsus,rooms,1501,0,39,0,1392,822,2110
1998-03-01,ecous,props,34,0,2,1,19,25,29
1998-03-01,ecous,rooms,3086,0,39,27,1782,2388,2492
1998-03-01,indus,props,2,1,1,2,11,22,-11
1998-03-01,indus,rooms,104,70,16,40,913,2948,-2025
1998-03-01,luxus,props,0,0,0,0,0,0,0
1998-03-01,luxus,rooms,0,0,0,0,0,0,0
1998-03-01,midus,props,23,0,1,2,17,7,32
1998-03-01,midus,rooms,2206,0,25,88,1661,1050,2754
1998-03-01,upmus,props,41,0,3,0,6,6,44
1998-03-01,upmus,rooms,3563,0,168,0,765,788,3708
1998-03-01,upuus,props,1,0,1,0,4,0,6
1998-03-01,upuus,rooms,150,0,19,0,819,0,988
1998-03-01,upsus,props,8,0,3,1,5,2,13
1998-03-01,upsus,rooms,979,0,177,27,1453,219,2363
1998-04-01,ecous,props,42,4,5,3,25,27,38
1998-04-01,ecous,rooms,3249,351,204,132,1995,2477,2488
1998-04-01,indus,props,13,1,9,4,31,34,14
1998-04-01,indus,rooms,472,1100,553,336,2963,5052,-2500
1998-04-01,luxus,props,0,0,0,0,0,0,0
1998-04-01,luxus,rooms,0,0,0,0,0,0,0
1998-04-01,midus,props,27,4,1,3,16,20,17
1998-04-01,midus,rooms,2123,628,43,191,1680,2300,727
1998-04-01,upmus,props,45,0,4,4,7,17,35
1998-04-01,upmus,rooms,3407,0,155,179,1230,3611,1002
1998-04-01,upuus,props,1,1,1,1,8,4,4
1998-04-01,upuus,rooms,188,527,67,15,4007,2258,1462
1998-04-01,upsus,props,10,0,2,0,17,2,27
1998-04-01,upsus,rooms,1104,0,86,0,4245,422,5013
1998-05-01,ecous,props,44,3,7,2,29,36,39
1998-05-01,ecous,rooms,3348,290,241,62,2250,3470,2017
1998-05-01,indus,props,11,4,9,3,24,29,8
1998-05-01,indus,rooms,1746,283,2374,43,2664,2654,3804
1998-05-01,luxus,props,0,0,0,0,0,0,0
1998-05-01,luxus,rooms,0,0,0,0,0,0,0
1998-05-01,midus,props,27,2,1,0,18,12,32
1998-05-01,midus,rooms,2066,170,8,0,1776,1586,2094
1998-05-01,upmus,props,50,0,6,1,13,9,59
1998-05-01,upmus,rooms,3695,0,187,32,1943,1191,4602
1998-05-01,upuus,props,1,0,3,0,4,3,5
1998-05-01,upuus,rooms,303,0,72,0,755,722,408
1998-05-01,upsus,props,21,0,1,0,8,7,23
1998-05-01,upsus,rooms,2516,0,36,0,1831,1596,2787
1998-06-01,ecous,props,59,13,10,11,52,73,24
1998-06-01,ecous,rooms,4949,1108,290,640,3998,5361,2128
1998-06-01,indus,props,153,79,34,20,88,68,108
1998-06-01,indus,rooms,9256,7090,1648,1022,10090,7286,5596
1998-06-01,luxus,props,1,0,0,0,1,3,-1
1998-06-01,luxus,rooms,246,0,0,0,220,271,195
1998-06-01,midus,props,41,0,10,0,33,32,52
1998-06-01,midus,rooms,3507,0,254,0,4012,4926,2847
1998-06-01,upmus,props,58,0,13,5,19,35,50
1998-06-01,upmus,rooms,4489,0,421,184,2182,5796,1112
1998-06-01,upuus,props,4,0,4,1,10,1,16
1998-06-01,upuus,rooms,1526,0,637,3,2718,350,4528
1998-06-01,upsus,props,19,0,4,1,15,6,31
1998-06-01,upsus,rooms,2257,0,130,108,3250,2480,3049
1998-07-01,ecous,props,49,2,6,8,46,33,58
1998-07-01,ecous,rooms,4125,155,379,352,4323,2960,5360
1998-07-01,indus,props,14,1,4,5,20,33,-1
1998-07-01,indus,rooms,1954,142,273,124,1573,3587,-53
1998-07-01,luxus,props,0,0,2,0,0,0,2
1998-07-01,luxus,rooms,0,0,103,0,0,0,103
1998-07-01,midus,props,33,0,11,5,12,13,38
1998-07-01,midus,rooms,3130,0,331,361,1398,1459,3039
1998-07-01,upmus,props,59,0,7,1,6,10,61
1998-07-01,upmus,rooms,4820,0,207,40,848,1705,4130
1998-07-01,upuus,props,2,0,5,0,5,1,11
1998-07-01,upuus,rooms,347,0,655,0,1331,280,2053
1998-07-01,upsus,props,12,0,1,0,2,1,14
1998-07-01,upsus,rooms,1286,0,31,0,624,106,1835
1998-08-01,ecous,props,44,2,5,5,26,25,43
1998-08-01,ecous,rooms,3841,356,181,204,1882,2366,2978
1998-08-01,indus,props,9,2,5,3,24,25,8
1998-08-01,indus,rooms,1016,300,447,91,2900,2195,1777
1998-08-01,luxus,props,0,1,0,0,0,0,-1
1998-08-01,luxus,rooms,0,35,0,0,0,0,-35
1998-08-01,midus,props,27,0,5,1,15,10,36
1998-08-01,midus,rooms,2186,0,76,67,1650,1276,2569
1998-08-01,upmus,props,41,1,6,0,8,20,34
1998-08-01,upmus,rooms,3429,408,215,0,1072,2432,1876
1998-08-01,upuus,props,1,0,2,0,6,3,6
1998-08-01,upuus,rooms,150,0,78,0,1874,1129,973
1998-08-01,upsus,props,8,0,1,1,8,4,12
1998-08-01,upsus,rooms,969,0,21,10,1684,1664,1e3
1998-09-01,ecous,props,48,7,6,7,44,29,55
1998-09-01,ecous,rooms,4640,691,103,220,3363,2192,5003
1998-09-01,indus,props,10,84,4,5,24,35,-86
1998-09-01,indus,rooms,920,7159,147,316,3137,4013,-7284
1998-09-01,luxus,props,0,0,1,0,0,0,1
1998-09-01,luxus,rooms,0,0,21,0,0,0,21
1998-09-01,midus,props,24,0,0,1,13,8,28
1998-09-01,midus,rooms,2165,0,0,62,1349,717,2735
1998-09-01,upmus,props,35,1,5,1,8,21,25
1998-09-01,upmus,rooms,2978,51,193,49,1370,3893,548
1998-09-01,upuus,props,2,0,1,0,7,8,2
1998-09-01,upuus,rooms,566,0,44,0,2302,2728,184
1998-09-01,upsus,props,13,0,3,1,7,2,20
1998-09-01,upsus,rooms,1742,0,1530,50,2646,624,5244
1998-10-01,ecous,props,38,2,7,8,54,49,40
1998-10-01,ecous,rooms,3079,238,349,297,5430,4966,3357
1998-10-01,indus,props,8,0,11,4,49,42,22
1998-10-01,indus,rooms,3484,0,518,108,4765,4704,3955
1998-10-01,luxus,props,2,0,0,0,0,0,2
1998-10-01,luxus,rooms,408,0,0,0,0,0,408
1998-10-01,midus,props,27,0,5,2,27,33,24
1998-10-01,midus,rooms,2415,0,135,31,2611,3265,1865
1998-10-01,upmus,props,30,0,3,3,4,16,18
1998-10-01,upmus,rooms,2595,0,208,83,728,2146,1302
1998-10-01,upuus,props,2,0,2,3,9,2,8
1998-10-01,upuus,rooms,427,0,50,99,2695,743,2330
1998-10-01,upsus,props,12,0,1,1,4,5,11
1998-10-01,upsus,rooms,1670,0,36,85,696,1101,1216
1998-11-01,ecous,props,35,2,3,5,19,24,26
1998-11-01,ecous,rooms,3174,133,104,213,2523,2620,2835
1998-11-01,indus,props,9,1,2,2,20,16,12
1998-11-01,indus,rooms,938,127,71,185,2453,3219,-69
1998-11-01,luxus,props,0,0,1,0,2,0,3
1998-11-01,luxus,rooms,0,0,117,0,351,0,468
1998-11-01,midus,props,15,0,3,1,21,13,25
1998-11-01,midus,rooms,1483,0,102,60,2445,1493,2477
1998-11-01,upmus,props,38,0,1,3,6,15,27
1998-11-01,upmus,rooms,3349,0,18,208,628,1788,1999
1998-11-01,upuus,props,1,0,4,1,4,3,5
1998-11-01,upuus,rooms,265,0,424,7,2872,2111,1443
1998-11-01,upsus,props,11,0,1,1,3,4,10
1998-11-01,upsus,rooms,1536,0,84,100,1203,1244,1479
1998-12-01,ecous,props,49,0,7,3,56,32,77
1998-12-01,ecous,rooms,4656,0,174,59,4563,2880,6454
1998-12-01,indus,props,7,6,5,1,17,37,-15
1998-12-01,indus,rooms,945,566,1403,68,2586,3768,532
1998-12-01,luxus,props,1,0,1,0,1,0,3
1998-12-01,luxus,rooms,790,0,100,0,179,0,1069
1998-12-01,midus,props,23,2,4,0,21,14,32
1998-12-01,midus,rooms,2342,207,208,0,2803,1671,3475
1998-12-01,upmus,props,34,0,3,1,5,21,20
1998-12-01,upmus,rooms,2599,0,89,88,691,3445,-154
1998-12-01,upuus,props,2,0,1,1,6,9,-1
1998-12-01,upuus,rooms,260,0,17,2,5457,2250,3482
1998-12-01,upsus,props,20,0,3,0,12,5,30
1998-12-01,upsus,rooms,2601,0,163,0,2741,5006,499
1999-01-01,ecous,props,54,3,17,12,80,55,81
1999-01-01,ecous,rooms,4324,211,561,504,6921,5204,5887
1999-01-01,indus,props,23,38,12,11,49,68,-33
1999-01-01,indus,rooms,1542,4583,747,918,6366,6961,-3807
1999-01-01,luxus,props,1,0,2,0,0,1,2
1999-01-01,luxus,rooms,322,0,91,0,0,104,309
1999-01-01,midus,props,29,2,13,10,31,28,33
1999-01-01,midus,rooms,2476,395,449,492,4376,3475,2939
1999-01-01,upmus,props,26,0,6,6,14,39,1
1999-01-01,upmus,rooms,2146,0,107,284,2033,5410,-1408
1999-01-01,upuus,props,1,0,5,4,7,4,5
1999-01-01,upuus,rooms,347,0,226,736,7273,7061,49
1999-01-01,upsus,props,18,0,2,3,23,9,31
1999-01-01,upsus,rooms,1999,0,55,199,4001,2755,3101
1999-02-01,ecous,props,43,4,3,4,36,39,35
1999-02-01,ecous,rooms,3901,314,117,68,2836,3784,2688
1999-02-01,indus,props,8,2,5,3,37,26,19
1999-02-01,indus,rooms,2452,60,310,99,4940,3410,4133
1999-02-01,luxus,props,0,0,0,0,3,0,3
1999-02-01,luxus,rooms,0,0,0,0,1252,0,1252
1999-02-01,midus,props,22,0,3,3,9,15,16
1999-02-01,midus,rooms,1821,0,123,168,1036,1270,1542
1999-02-01,upmus,props,27,0,1,1,3,10,20
1999-02-01,upmus,rooms,2602,0,10,10,655,1190,2067
1999-02-01,upuus,props,2,0,0,1,5,4,2
1999-02-01,upuus,rooms,367,0,0,13,1830,1368,816
1999-02-01,upsus,props,18,0,1,0,9,8,20
1999-02-01,upsus,rooms,2341,0,28,0,1196,2723,842
1999-03-01,ecous,props,45,5,6,11,39,40,34
1999-03-01,ecous,rooms,3460,323,174,345,3519,3798,2687
1999-03-01,indus,props,13,6,2,4,36,34,7
1999-03-01,indus,rooms,3172,563,61,165,3450,4127,1828
1999-03-01,luxus,props,1,0,0,1,1,0,1
1999-03-01,luxus,rooms,424,0,0,45,208,0,587
1999-03-01,midus,props,23,1,3,4,12,23,10
1999-03-01,midus,rooms,2093,111,78,98,1195,2510,647
1999-03-01,upmus,props,40,1,5,2,9,11,40
1999-03-01,upmus,rooms,3380,470,192,44,1088,1480,2666
1999-03-01,upuus,props,1,0,1,2,5,4,1
1999-03-01,upuus,rooms,181,0,12,132,1976,1231,806
1999-03-01,upsus,props,19,0,0,2,16,6,27
1999-03-01,upsus,rooms,4066,0,0,123,2786,1076,5653
1999-04-01,ecous,props,39,3,6,2,48,44,44
1999-04-01,ecous,rooms,2889,144,101,20,4366,3738,3454
1999-04-01,indus,props,7,6,5,2,43,37,10
1999-04-01,indus,rooms,3313,299,305,107,3848,4078,2982
1999-04-01,luxus,props,0,0,0,0,1,0,1
1999-04-01,luxus,rooms,0,0,0,0,151,0,151
1999-04-01,midus,props,21,1,2,0,15,19,18
1999-04-01,midus,rooms,1834,32,89,0,1646,1853,1684
1999-04-01,upmus,props,38,0,4,3,12,16,35
1999-04-01,upmus,rooms,2865,0,146,58,1395,1886,2462
1999-04-01,upuus,props,0,0,2,2,3,2,1
1999-04-01,upuus,rooms,0,0,151,510,1553,1109,85
1999-04-01,upsus,props,16,0,1,0,5,9,13
1999-04-01,upsus,rooms,2350,0,88,0,963,1258,2143
1999-05-01,ecous,props,38,3,11,5,30,29,42
1999-05-01,ecous,rooms,2949,200,232,209,2460,2638,2594
1999-05-01,indus,props,10,19,6,2,29,21,3
1999-05-01,indus,rooms,595,1952,386,160,2717,1891,-305
1999-05-01,luxus,props,1,0,0,1,0,0,0
1999-05-01,luxus,rooms,417,0,0,11,0,0,406
1999-05-01,midus,props,29,2,5,1,7,13,25
1999-05-01,midus,rooms,2269,227,189,40,931,1503,1619
1999-05-01,upmus,props,46,2,3,0,10,14,43
1999-05-01,upmus,rooms,3801,226,86,0,1578,1947,3292
1999-05-01,upuus,props,6,0,2,2,1,1,6
1999-05-01,upuus,rooms,1731,0,219,92,142,184,1816
1999-05-01,upsus,props,25,0,2,1,3,2,27
1999-05-01,upsus,rooms,3655,0,117,42,983,648,4065
1999-06-01,ecous,props,46,9,8,7,54,61,31
1999-06-01,ecous,rooms,4134,711,225,221,4101,4692,2836
1999-06-01,indus,props,85,88,38,26,57,41,25
1999-06-01,indus,rooms,5394,4962,1739,1153,4736,4197,1557
1999-06-01,luxus,props,0,0,0,0,1,1,0
1999-06-01,luxus,rooms,0,0,0,0,294,294,0
1999-06-01,midus,props,27,1,5,2,16,26,19
1999-06-01,midus,rooms,2314,92,125,62,1852,2751,1386
1999-06-01,upmus,props,61,1,7,0,12,20,59
1999-06-01,upmus,rooms,4783,119,527,0,1253,1933,4511
1999-06-01,upuus,props,6,0,2,1,2,1,8
1999-06-01,upuus,rooms,1205,0,36,482,591,630,720
1999-06-01,upsus,props,19,0,3,1,8,0,29
1999-06-01,upsus,rooms,2588,0,252,14,1670,0,4496
1999-07-01,ecous,props,32,1,7,12,99,42,83
1999-07-01,ecous,rooms,2588,51,269,601,6252,3592,4865
1999-07-01,indus,props,10,2,11,7,24,75,-39
1999-07-01,indus,rooms,777,102,448,210,2400,4744,-1431
1999-07-01,luxus,props,0,0,0,0,1,0,1
1999-07-01,luxus,rooms,0,0,0,0,211,0,211
1999-07-01,midus,props,17,1,1,8,14,23,0
1999-07-01,midus,rooms,1197,60,42,285,1470,2472,-108
1999-07-01,upmus,props,63,0,3,4,17,15,64
1999-07-01,upmus,rooms,5973,0,101,88,1696,1440,6242
1999-07-01,upuus,props,2,0,1,0,3,3,3
1999-07-01,upuus,rooms,615,0,56,0,882,580,973
1999-07-01,upsus,props,17,0,1,0,7,7,18
1999-07-01,upsus,rooms,2068,0,15,0,1815,1898,2e3
1999-08-01,ecous,props,33,4,4,19,27,30,11
1999-08-01,ecous,rooms,2465,375,75,716,2106,2610,945
1999-08-01,indus,props,11,13,1,1,28,27,-1
1999-08-01,indus,rooms,909,464,205,55,2544,2801,338
1999-08-01,luxus,props,0,0,0,0,2,1,1
1999-08-01,luxus,rooms,0,0,0,0,311,112,199
1999-08-01,midus,props,31,2,4,3,11,19,22
1999-08-01,midus,rooms,2569,638,151,246,1325,1832,1329
1999-08-01,upmus,props,33,1,3,0,11,6,40
1999-08-01,upmus,rooms,2593,148,149,0,1199,745,3048
1999-08-01,upuus,props,6,0,1,1,4,8,2
1999-08-01,upuus,rooms,1675,0,77,52,1227,2291,636
1999-08-01,upsus,props,13,0,0,0,11,3,21
1999-08-01,upsus,rooms,1977,0,0,0,2576,897,3656
1999-09-01,ecous,props,25,3,1,6,37,23,31
1999-09-01,ecous,rooms,2511,249,14,299,3522,2197,3302
1999-09-01,indus,props,9,3,8,5,25,31,3
1999-09-01,indus,rooms,4203,83,538,244,2670,3813,3271
1999-09-01,luxus,props,2,0,1,0,0,1,2
1999-09-01,luxus,rooms,1174,0,42,0,0,97,1119
1999-09-01,midus,props,13,1,4,3,15,14,14
1999-09-01,midus,rooms,1260,85,136,182,1370,1352,1147
1999-09-01,upmus,props,46,1,3,1,9,22,34
1999-09-01,upmus,rooms,3587,105,80,5,1242,2846,1953
1999-09-01,upuus,props,3,0,0,1,3,3,2
