sourcemonth,srcm_month,open_year,segment,hori,horitext,rmsincns,rmsfnlpl,rmsplnnn,rmstotal,open,close,adds,drop,cin,cout,netchg
2008-12-01,Dec,2009-01-01,indus,1,Yr1 (Next year),18470,7168,2256,27894,18089,24486,4704,5370,54880,55807,-7990
2008-12-01,Dec,2009-01-01,totus,1,Yr1 (Next year),155256,55972,14014,225242,149265,30379,11184,12257,171126,171126,117813
2008-12-01,Dec,2010-01-01,luxus,2,Yr2 (Year after next),1229,150,1837,3216,6686,0,818,193,1048,2145,6214
2008-12-01,Dec,2010-01-01,upuus,2,Yr2 (Year after next),5635,1668,8951,16254,6529,0,206,265,7804,6191,8083
2008-12-01,Dec,2010-01-01,upsus,2,Yr2 (Year after next),7554,10274,58023,75851,18338,840,252,961,11924,7196,21517
2008-12-01,Dec,2010-01-01,midwus,2,Yr2 (Year after next),630,299,14050,14979,NA,NA,NA,NA,NA,NA,NA
2008-12-01,Dec,2010-01-01,midwous,2,Yr2 (Year after next),2384,5185,70574,78143,NA,NA,NA,NA,NA,NA,NA
2008-12-01,Dec,2010-01-01,ecous,2,Yr2 (Year after next),201,0,1068,1269,3966,4098,931,3161,38807,38903,-2458
2008-12-01,Dec,2010-01-01,indus,2,Yr2 (Year after next),7261,1993,8432,17686,5668,21275,4087,5363,72514,49065,6566
2008-12-01,Dec,2010-01-01,totus,2,Yr2 (Year after next),24894,19569,162935,207398,74562,28423,7210,13229,181092,181092,40120
2008-12-01,Dec,2011-01-01,luxus,3,Yr3,517,225,2005,2747,1283,0,302,397,932,3358,-1238
2008-12-01,Dec,2011-01-01,upuus,3,Yr3,1530,502,3408,5440,4073,0,1555,658,10596,6480,9086
2008-12-01,Dec,2011-01-01,upsus,3,Yr3,0,844,1295,2139,8174,126,588,414,14332,14631,6924
2008-12-01,Dec,2011-01-01,midwus,3,Yr3,0,0,245,245,NA,NA,NA,NA,NA,NA,NA
2008-12-01,Dec,2011-01-01,midwous,3,Yr3,0,0,109,109,NA,NA,NA,NA,NA,NA,NA
2008-12-01,Dec,2011-01-01,ecous,3,Yr3,0,0,102,102,1942,3727,1438,3344,40459,38336,-1568
2008-12-01,Dec,2011-01-01,indus,3,Yr3,2350,445,4850,7645,5651,20543,4726,4516,72401,58028,-309
2008-12-01,Dec,2011-01-01,totus,3,Yr3,4397,2016,12014,18427,37727,27909,10247,12317,240950,240950,10745
2008-12-01,Dec,2012-01-01,luxus,4,Yr4 and later,0,0,1211,1211,276,0,272,306,3216,2117,1341
2008-12-01,Dec,2012-01-01,upuus,4,Yr4 and later,0,830,6368,7198,2779,692,623,1026,8741,14045,-3620
2008-12-01,Dec,2012-01-01,upsus,4,Yr4 and later,287,921,8482,9690,9786,222,2030,327,26808,23157,14918
2008-12-01,Dec,2012-01-01,midwus,4,Yr4 and later,0,543,2092,2635,NA,NA,NA,NA,NA,NA,NA
2008-12-01,Dec,2012-01-01,midwous,4,Yr4 and later,185,1789,8267,10241,NA,NA,NA,NA,NA,NA,NA
2008-12-01,Dec,2012-01-01,ecous,4,Yr4 and later,0,4527,3029,7556,3346,3752,1914,3423,52180,62725,-12460
2008-12-01,Dec,2012-01-01,indus,4,Yr4 and later,100,2372,120822,123294,9154,17387,4840,4543,65792,55075,2781
2008-12-01,Dec,2012-01-01,totus,4,Yr4 and later,572,10982,150271,161825,45408,24480,11082,12537,208446,208446,19473
2009-12-01,Dec,2010-01-01,luxus,1,Yr1 (Next year),3050,284,0,3334,6686,0,818,193,1048,2145,6214
2009-12-01,Dec,2010-01-01,upuus,1,Yr1 (Next year),7337,430,0,7767,6529,0,206,265,7804,6191,8083
2009-12-01,Dec,2010-01-01,upsus,1,Yr1 (Next year),22667,15201,0,37868,18338,840,252,961,11924,7196,21517
2009-12-01,Dec,2010-01-01,midwus,1,Yr1 (Next year),5967,3877,0,9844,NA,NA,NA,NA,NA,NA,NA
2009-12-01,Dec,2010-01-01,midwous,1,Yr1 (Next year),31263,17042,0,48305,NA,NA,NA,NA,NA,NA,NA
2009-12-01,Dec,2010-01-01,ecous,1,Yr1 (Next year),3567,526,0,4093,3966,4098,931,3161,38807,38903,-2458
2009-12-01,Dec,2010-01-01,indus,1,Yr1 (Next year),10314,3303,0,13617,5668,21275,4087,5363,72514,49065,6566
2009-12-01,Dec,2010-01-01,totus,1,Yr1 (Next year),84165,40663,0,124828,74562,28423,7210,13229,181092,181092,40120
2009-12-01,Dec,2011-01-01,luxus,2,Yr2 (Year after next),230,797,1123,2150,1283,0,302,397,932,3358,-1238
2009-12-01,Dec,2011-01-01,upuus,2,Yr2 (Year after next),1912,2040,3640,7592,4073,0,1555,658,10596,6480,9086
2009-12-01,Dec,2011-01-01,upsus,2,Yr2 (Year after next),2051,6969,31302,40322,8174,126,588,414,14332,14631,6924
2009-12-01,Dec,2011-01-01,midwus,2,Yr2 (Year after next),0,352,9547,9899,NA,NA,NA,NA,NA,NA,NA
2009-12-01,Dec,2011-01-01,midwous,2,Yr2 (Year after next),1993,5743,52123,59859,NA,NA,NA,NA,NA,NA,NA
2009-12-01,Dec,2011-01-01,ecous,2,Yr2 (Year after next),1281,1177,508,2966,1942,3727,1438,3344,40459,38336,-1568
2009-12-01,Dec,2011-01-01,indus,2,Yr2 (Year after next),1962,169,5911,8042,5651,20543,4726,4516,72401,58028,-309
2009-12-01,Dec,2011-01-01,totus,2,Yr2 (Year after next),9429,17247,104154,130830,37727,27909,10247,12317,240950,240950,10745
2009-12-01,Dec,2012-01-01,luxus,3,Yr3,445,0,0,445,276,0,272,306,3216,2117,1341
2009-12-01,Dec,2012-01-01,upuus,3,Yr3,1316,0,1529,2845,2779,692,623,1026,8741,14045,-3620
2009-12-01,Dec,2012-01-01,upsus,3,Yr3,204,541,0,745,9786,222,2030,327,26808,23157,14918
2009-12-01,Dec,2012-01-01,midwus,3,Yr3,48,0,100,148,NA,NA,NA,NA,NA,NA,NA
2009-12-01,Dec,2012-01-01,midwous,3,Yr3,119,0,0,119,NA,NA,NA,NA,NA,NA,NA
2009-12-01,Dec,2012-01-01,ecous,3,Yr3,0,0,0,0,3346,3752,1914,3423,52180,62725,-12460
2009-12-01,Dec,2012-01-01,indus,3,Yr3,0,649,409,1058,9154,17387,4840,4543,65792,55075,2781
2009-12-01,Dec,2012-01-01,totus,3,Yr3,2132,1190,2038,5360,45408,24480,11082,12537,208446,208446,19473
2009-12-01,Dec,2013-01-01,luxus,4,Yr4 and later,0,0,627,627,1198,277,103,132,2674,2047,1519
2009-12-01,Dec,2013-01-01,upuus,4,Yr4 and later,460,1619,3216,5295,5010,402,978,1421,14521,12194,6492
2009-12-01,Dec,2013-01-01,upsus,4,Yr4 and later,0,2834,9656,12490,16972,1126,488,1716,20849,10701,24766
2009-12-01,Dec,2013-01-01,midwus,4,Yr4 and later,170,830,1812,2812,NA,NA,NA,NA,NA,NA,NA
2009-12-01,Dec,2013-01-01,midwous,4,Yr4 and later,72,2681,9528,12281,NA,NA,NA,NA,NA,NA,NA
2009-12-01,Dec,2013-01-01,ecous,4,Yr4 and later,0,767,3183,3950,2926,5269,1451,3234,60475,54036,2313
2009-12-01,Dec,2013-01-01,indus,4,Yr4 and later,874,2471,99272,102617,7937,16830,2795,5150,63556,64681,-12373
2009-12-01,Dec,2013-01-01,totus,4,Yr4 and later,1576,11202,127294,140072,57376,26948,7127,14239,207257,207257,23316
2010-12-01,Dec,2011-01-01,luxus,1,Yr1 (Next year),0,0,0,0,1283,0,302,397,932,3358,-1238
2010-12-01,Dec,2011-01-01,upuus,1,Yr1 (Next year),3287,761,125,4173,4073,0,1555,658,10596,6480,9086
2010-12-01,Dec,2011-01-01,upsus,1,Yr1 (Next year),9781,4050,851,14682,8174,126,588,414,14332,14631,6924
2010-12-01,Dec,2011-01-01,midwus,1,Yr1 (Next year),3731,2713,1743,8187,NA,NA,NA,NA,NA,NA,NA
2010-12-01,Dec,2011-01-01,midwous,1,Yr1 (Next year),17130,19689,2828,39647,NA,NA,NA,NA,NA,NA,NA
2010-12-01,Dec,2011-01-01,ecous,1,Yr1 (Next year),1312,337,56,1705,1942,3727,1438,3344,40459,38336,-1568
2010-12-01,Dec,2011-01-01,indus,1,Yr1 (Next year),4720,1704,929,7353,5651,20543,4726,4516,72401,58028,-309
2010-12-01,Dec,2011-01-01,totus,1,Yr1 (Next year),39961,29254,6532,75747,37727,27909,10247,12317,240950,240950,10745
2010-12-01,Dec,2012-01-01,luxus,2,Yr2 (Year after next),655,525,594,1774,276,0,272,306,3216,2117,1341
2010-12-01,Dec,2012-01-01,upuus,2,Yr2 (Year after next),2171,799,2153,5123,2779,692,623,1026,8741,14045,-3620
2010-12-01,Dec,2012-01-01,upsus,2,Yr2 (Year after next),2380,2591,21611,26582,9786,222,2030,327,26808,23157,14918
2010-12-01,Dec,2012-01-01,midwus,2,Yr2 (Year after next),464,157,7905,8526,NA,NA,NA,NA,NA,NA,NA
2010-12-01,Dec,2012-01-01,midwous,2,Yr2 (Year after next),1843,2326,39153,43322,NA,NA,NA,NA,NA,NA,NA
2010-12-01,Dec,2012-01-01,ecous,2,Yr2 (Year after next),236,489,430,1155,3346,3752,1914,3423,52180,62725,-12460
2010-12-01,Dec,2012-01-01,indus,2,Yr2 (Year after next),2193,3028,3250,8471,9154,17387,4840,4543,65792,55075,2781
2010-12-01,Dec,2012-01-01,totus,2,Yr2 (Year after next),9942,9915,75096,94953,45408,24480,11082,12537,208446,208446,19473
2010-12-01,Dec,2013-01-01,luxus,3,Yr3,0,0,0,0,1198,277,103,132,2674,2047,1519
2010-12-01,Dec,2013-01-01,upuus,3,Yr3,0,1350,0,1350,5010,402,978,1421,14521,12194,6492
2010-12-01,Dec,2013-01-01,upsus,3,Yr3,0,117,971,1088,16972,1126,488,1716,20849,10701,24766
2010-12-01,Dec,2013-01-01,midwus,3,Yr3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2010-12-01,Dec,2013-01-01,midwous,3,Yr3,0,80,0,80,NA,NA,NA,NA,NA,NA,NA
2010-12-01,Dec,2013-01-01,ecous,3,Yr3,0,0,0,0,2926,5269,1451,3234,60475,54036,2313
2010-12-01,Dec,2013-01-01,indus,3,Yr3,250,740,619,1609,7937,16830,2795,5150,63556,64681,-12373
2010-12-01,Dec,2013-01-01,totus,3,Yr3,250,2287,1590,4127,57376,26948,7127,14239,207257,207257,23316
2010-12-01,Dec,2014-01-01,luxus,4,Yr4 and later,0,400,1976,2376,1106,0,274,607,5971,2390,4354
2010-12-01,Dec,2014-01-01,upuus,4,Yr4 and later,1175,0,2911,4086,5187,536,725,789,8816,7413,5990
2010-12-01,Dec,2014-01-01,upsus,4,Yr4 and later,109,6746,23598,30453,19936,783,580,739,11516,9266,21244
2010-12-01,Dec,2014-01-01,midwus,4,Yr4 and later,182,594,714,1490,NA,NA,NA,NA,NA,NA,NA
2010-12-01,Dec,2014-01-01,midwous,4,Yr4 and later,92,4596,13091,17779,NA,NA,NA,NA,NA,NA,NA
2010-12-01,Dec,2014-01-01,ecous,4,Yr4 and later,0,212,834,1046,3780,4903,1339,3542,45389,43225,-1162
2010-12-01,Dec,2014-01-01,indus,4,Yr4 and later,203,4190,80893,85286,7137,21674,5763,4549,67321,60956,-6958
2010-12-01,Dec,2014-01-01,totus,4,Yr4 and later,1761,16738,124017,142516,64982,32723,10216,12880,190852,190852,29595
2011-12-01,Dec,2012-01-01,luxus,1,Yr1 (Next year),1003,149,0,1152,276,0,272,306,3216,2117,1341
2011-12-01,Dec,2012-01-01,upuus,1,Yr1 (Next year),3734,328,0,4062,2779,692,623,1026,8741,14045,-3620
2011-12-01,Dec,2012-01-01,upsus,1,Yr1 (Next year),12894,5382,0,18276,9786,222,2030,327,26808,23157,14918
2011-12-01,Dec,2012-01-01,upmus,1,Yr1 (Next year),12973,11296,0,24269,16409,1486,727,1696,24816,26191,12579
2011-12-01,Dec,2012-01-01,midus,1,Yr1 (Next year),2518,10661,0,13179,3658,941,676,1216,26893,25136,3934
2011-12-01,Dec,2012-01-01,ecous,1,Yr1 (Next year),734,319,0,1053,3346,3752,1914,3423,52180,62725,-12460
2011-12-01,Dec,2012-01-01,indus,1,Yr1 (Next year),6515,1785,0,8300,9154,17387,4840,4543,65792,55075,2781
2011-12-01,Dec,2012-01-01,totus,1,Yr1 (Next year),40371,29920,0,70291,45408,24480,11082,12537,208446,208446,19473
2011-12-01,Dec,2013-01-01,luxus,2,Yr2 (Year after next),210,840,261,1311,1198,277,103,132,2674,2047,1519
2011-12-01,Dec,2013-01-01,upuus,2,Yr2 (Year after next),2306,2906,1010,6222,5010,402,978,1421,14521,12194,6492
2011-12-01,Dec,2013-01-01,upsus,2,Yr2 (Year after next),3189,22384,11959,37532,16972,1126,488,1716,20849,10701,24766
2011-12-01,Dec,2013-01-01,upmus,2,Yr2 (Year after next),2864,18307,11194,32365,19890,1095,795,1002,21700,37471,2817
2011-12-01,Dec,2013-01-01,midus,2,Yr2 (Year after next),42,2863,3367,6272,3443,1949,517,1584,23482,26127,-2218
2011-12-01,Dec,2013-01-01,ecous,2,Yr2 (Year after next),140,904,335,1379,2926,5269,1451,3234,60475,54036,2313
2011-12-01,Dec,2013-01-01,indus,2,Yr2 (Year after next),1394,3915,809,6118,7937,16830,2795,5150,63556,64681,-12373
2011-12-01,Dec,2013-01-01,totus,2,Yr2 (Year after next),10145,52119,28935,91199,57376,26948,7127,14239,207257,207257,23316
2011-12-01,Dec,2014-01-01,luxus,3,Yr3,444,0,0,444,1106,0,274,607,5971,2390,4354
2011-12-01,Dec,2014-01-01,upuus,3,Yr3,1175,208,4003,5386,5187,536,725,789,8816,7413,5990
2011-12-01,Dec,2014-01-01,upsus,3,Yr3,168,726,11119,12013,19936,783,580,739,11516,9266,21244
2011-12-01,Dec,2014-01-01,upmus,3,Yr3,243,0,13533,13776,23708,1902,944,1186,24710,36001,10273
2011-12-01,Dec,2014-01-01,midus,3,Yr3,0,0,88,88,4128,2925,591,1468,27129,31601,-4146
2011-12-01,Dec,2014-01-01,ecous,3,Yr3,0,0,157,157,3780,4903,1339,3542,45389,43225,-1162
2011-12-01,Dec,2014-01-01,indus,3,Yr3,0,1424,1105,2529,7137,21674,5763,4549,67321,60956,-6958
2011-12-01,Dec,2014-01-01,totus,3,Yr3,2030,2358,30005,34393,64982,32723,10216,12880,190852,190852,29595
2011-12-01,Dec,2015-01-01,luxus,4,Yr4 and later,0,1044,1683,2727,2225,0,262,377,3098,3899,1309
2011-12-01,Dec,2015-01-01,upuus,4,Yr4 and later,0,0,4365,4365,9112,221,553,254,14129,9733,13586
2011-12-01,Dec,2015-01-01,upsus,4,Yr4 and later,321,3295,4718,8334,26980,419,635,939,11894,12064,26087
2011-12-01,Dec,2015-01-01,upmus,4,Yr4 and later,594,8167,6791,15552,29351,1542,769,1104,18966,33249,13191
2011-12-01,Dec,2015-01-01,midus,4,Yr4 and later,351,5797,745,6893,6511,2247,619,1403,27499,27560,3419
2011-12-01,Dec,2015-01-01,ecous,4,Yr4 and later,0,448,1032,1480,4118,4239,641,2969,43257,41602,-794
2011-12-01,Dec,2015-01-01,indus,4,Yr4 and later,291,7688,64451,72430,9303,18201,3153,4007,63867,54603,-488
2011-12-01,Dec,2015-01-01,totus,4,Yr4 and later,1557,26439,83785,111781,87600,26869,6632,11053,182710,182710,56310
2012-12-01,Dec,2013-01-01,luxus,1,Yr1 (Next year),900,0,0,900,1198,277,103,132,2674,2047,1519
2012-12-01,Dec,2013-01-01,upuus,1,Yr1 (Next year),4423,148,0,4571,5010,402,978,1421,14521,12194,6492
2012-12-01,Dec,2013-01-01,upsus,1,Yr1 (Next year),17919,11643,0,29562,16972,1126,488,1716,20849,10701,24766
2012-12-01,Dec,2013-01-01,upmus,1,Yr1 (Next year),18521,14911,0,33432,19890,1095,795,1002,21700,37471,2817
2012-12-01,Dec,2013-01-01,midus,1,Yr1 (Next year),3076,3335,0,6411,3443,1949,517,1584,23482,26127,-2218
2012-12-01,Dec,2013-01-01,ecous,1,Yr1 (Next year),1016,1283,0,2299,2926,5269,1451,3234,60475,54036,2313
2012-12-01,Dec,2013-01-01,indus,1,Yr1 (Next year),7165,2961,0,10126,7937,16830,2795,5150,63556,64681,-12373
2012-12-01,Dec,2013-01-01,totus,1,Yr1 (Next year),53020,34281,0,87301,57376,26948,7127,14239,207257,207257,23316
2012-12-01,Dec,2014-01-01,luxus,2,Yr2 (Year after next),2234,298,350,2882,1106,0,274,607,5971,2390,4354
2012-12-01,Dec,2014-01-01,upuus,2,Yr2 (Year after next),2397,2452,0,4849,5187,536,725,789,8816,7413,5990
2012-12-01,Dec,2014-01-01,upsus,2,Yr2 (Year after next),4276,11811,10865,26952,19936,783,580,739,11516,9266,21244
2012-12-01,Dec,2014-01-01,upmus,2,Yr2 (Year after next),1754,15268,19706,36728,23708,1902,944,1186,24710,36001,10273
2012-12-01,Dec,2014-01-01,midus,2,Yr2 (Year after next),267,1133,4628,6028,4128,2925,591,1468,27129,31601,-4146
2012-12-01,Dec,2014-01-01,ecous,2,Yr2 (Year after next),44,219,330,593,3780,4903,1339,3542,45389,43225,-1162
2012-12-01,Dec,2014-01-01,indus,2,Yr2 (Year after next),1266,4652,1966,7884,7137,21674,5763,4549,67321,60956,-6958
2012-12-01,Dec,2014-01-01,totus,2,Yr2 (Year after next),12238,35833,37845,85916,64982,32723,10216,12880,190852,190852,29595
2012-12-01,Dec,2015-01-01,luxus,3,Yr3,1412,1036,238,2686,2225,0,262,377,3098,3899,1309
2012-12-01,Dec,2015-01-01,upuus,3,Yr3,500,633,2688,3821,9112,221,553,254,14129,9733,13586
2012-12-01,Dec,2015-01-01,upsus,3,Yr3,216,1829,7839,9884,26980,419,635,939,11894,12064,26087
2012-12-01,Dec,2015-01-01,upmus,3,Yr3,113,530,8952,9595,29351,1542,769,1104,18966,33249,13191
2012-12-01,Dec,2015-01-01,midus,3,Yr3,0,0,0,0,6511,2247,619,1403,27499,27560,3419
2012-12-01,Dec,2015-01-01,ecous,3,Yr3,0,0,0,0,4118,4239,641,2969,43257,41602,-794
2012-12-01,Dec,2015-01-01,indus,3,Yr3,250,3020,557,3827,9303,18201,3153,4007,63867,54603,-488
2012-12-01,Dec,2015-01-01,totus,3,Yr3,2491,7048,20274,29813,87600,26869,6632,11053,182710,182710,56310
2012-12-01,Dec,2016-01-01,luxus,4,Yr4 and later,0,0,1335,1335,3999,9,349,277,2283,2221,4124
2012-12-01,Dec,2016-01-01,upuus,4,Yr4 and later,0,302,2156,2458,8581,248,604,1141,13711,8004,13503
2012-12-01,Dec,2016-01-01,upsus,4,Yr4 and later,0,6460,6609,13069,31523,298,680,869,17113,7064,41085
2012-12-01,Dec,2016-01-01,upmus,4,Yr4 and later,56,4628,4976,9660,39994,1442,1034,602,15211,29376,24819
2012-12-01,Dec,2016-01-01,midus,4,Yr4 and later,0,4621,1363,5984,4603,2653,409,1038,25650,24790,2181
2012-12-01,Dec,2016-01-01,ecous,4,Yr4 and later,0,545,958,1503,5027,4585,1046,2875,54581,50985,2209
2012-12-01,Dec,2016-01-01,indus,4,Yr4 and later,118,7083,59837,67038,8555,16012,3634,4276,50883,56992,-14208
2012-12-01,Dec,2016-01-01,totus,4,Yr4 and later,174,23639,77234,101047,102282,25247,7756,11078,179432,179432,64722
2008-05-01,May,2008-01-01,luxus,0,Current year,2870,0,0,2870,6050,0,631,115,3277,2254,7589
2008-05-01,May,2008-01-01,upuus,0,Current year,9647,0,0,9647,15204,119,1838,528,11309,5620,22084
2008-05-01,May,2008-01-01,upsus,0,Current year,29445,5615,0,35060,32990,236,519,869,14616,19677,28342
2008-05-01,May,2008-01-01,midwus,0,Current year,6289,824,0,7113,NA,NA,NA,NA,NA,NA,NA
2008-05-01,May,2008-01-01,midwous,0,Current year,42421,9575,0,51996,NA,NA,NA,NA,NA,NA,NA
2008-05-01,May,2008-01-01,ecous,0,Current year,9992,5016,0,15008,11437,3312,1253,3155,42758,35725,13256
2008-05-01,May,2008-01-01,indus,0,Current year,21623,3242,0,24865,24480,23091,9260,5084,67945,53098,20412
2008-05-01,May,2008-01-01,totus,0,Current year,122287,24272,0,146559,154082,29228,15763,11284,188118,188118,129333
2008-05-01,May,2009-01-01,luxus,1,Yr1 (Next year),3080,120,1497,4697,5598,0,526,135,2786,1231,7544
2008-05-01,May,2009-01-01,upuus,1,Yr1 (Next year),9681,3523,5602,18806,11067,0,2099,430,7647,5025,15358
2008-05-01,May,2009-01-01,upsus,1,Yr1 (Next year),21272,23328,40118,84718,38977,70,1112,672,16930,11644,44633
2008-05-01,May,2009-01-01,midwus,1,Yr1 (Next year),2968,4412,10673,18053,NA,NA,NA,NA,NA,NA,NA
2008-05-01,May,2009-01-01,midwous,1,Yr1 (Next year),16097,27545,54115,97757,NA,NA,NA,NA,NA,NA,NA
2008-05-01,May,2009-01-01,ecous,1,Yr1 (Next year),1137,1705,5055,7897,10382,2884,968,3798,39176,36199,7645
2008-05-01,May,2009-01-01,indus,1,Yr1 (Next year),10136,4103,18314,32553,18089,24486,4704,5370,54880,55807,-7990
2008-05-01,May,2009-01-01,totus,1,Yr1 (Next year),64371,64736,135374,264481,149265,30379,11184,12257,171126,171126,117813
2008-05-01,May,2010-01-01,luxus,2,Yr2 (Year after next),537,805,1067,2409,6686,0,818,193,1048,2145,6214
2008-05-01,May,2010-01-01,upuus,2,Yr2 (Year after next),3542,1070,7758,12370,6529,0,206,265,7804,6191,8083
2008-05-01,May,2010-01-01,upsus,2,Yr2 (Year after next),1402,984,20195,22581,18338,840,252,961,11924,7196,21517
2008-05-01,May,2010-01-01,midwus,2,Yr2 (Year after next),0,0,5265,5265,NA,NA,NA,NA,NA,NA,NA
2008-05-01,May,2010-01-01,midwous,2,Yr2 (Year after next),264,498,18712,19474,NA,NA,NA,NA,NA,NA,NA
2008-05-01,May,2010-01-01,ecous,2,Yr2 (Year after next),0,0,205,205,3966,4098,931,3161,38807,38903,-2458
2008-05-01,May,2010-01-01,indus,2,Yr2 (Year after next),10007,1538,7679,19224,5668,21275,4087,5363,72514,49065,6566
2008-05-01,May,2010-01-01,totus,2,Yr2 (Year after next),15752,4895,60881,81528,74562,28423,7210,13229,181092,181092,40120
2008-05-01,May,2011-01-01,luxus,3,Yr3 and later,769,0,2520,3289,1283,0,302,397,932,3358,-1238
2008-05-01,May,2011-01-01,upuus,3,Yr3 and later,1005,1190,8134,10329,4073,0,1555,658,10596,6480,9086
2008-05-01,May,2011-01-01,upsus,3,Yr3 and later,0,1189,6913,8102,8174,126,588,414,14332,14631,6924
2008-05-01,May,2011-01-01,midwus,3,Yr3 and later,0,206,2029,2235,NA,NA,NA,NA,NA,NA,NA
2008-05-01,May,2011-01-01,midwous,3,Yr3 and later,0,649,7551,8200,NA,NA,NA,NA,NA,NA,NA
